Gene stable ID	Mouse gene stable ID	Mouse gene name	Gene name
ENSG00000200814			RNU6-595P
ENSG00000252621			AL157387.2
ENSG00000272096			RN7SL715P
ENSG00000199585			RNA5SP119
ENSG00000283564			AC009075.3
ENSG00000242493			RN7SL37P
ENSG00000199135	ENSMUSG00000065451	Mir101a	MIR101-1
ENSG00000207041	ENSMUSG00000094703	Gm24486	RNU6-3P
ENSG00000207041	ENSMUSG00000065926	Gm22798	RNU6-3P
ENSG00000207041	ENSMUSG00000095245	Gm24753	RNU6-3P
ENSG00000276599			RNA5SP411
ENSG00000277785	ENSMUSG00000077772	Gm22373	SNORD116-21
ENSG00000207386			AC007679.1
ENSG00000274175			AC133551.1
ENSG00000211543			MIR320B1
ENSG00000207115			RNU6-364P
ENSG00000252282			RNU6-1089P
ENSG00000251988			RNU4ATAC18P
ENSG00000264493			MIR4298
ENSG00000251774	ENSMUSG00000064919	Gm22572	RNU6-377P
ENSG00000266627			RN7SL202P
ENSG00000199851			AL121944.1
ENSG00000206647			AC007240.1
ENSG00000201034			AL049542.1
ENSG00000275689			AL161613.1
ENSG00000252625	ENSMUSG00000065371	Gm22739	RNU1-40P
ENSG00000276222			AC243899.1
ENSG00000280773			AP003304.1
ENSG00000252555			RNU6-567P
ENSG00000222267			RNU6-892P
ENSG00000199936			AC016753.1
ENSG00000223274			RNA5SP498
ENSG00000241834			RN7SL149P
ENSG00000212568			RNU6-1254P
ENSG00000266689			AL929581.2
ENSG00000274806			AL392044.1
ENSG00000200503			SNORD115-5
ENSG00000207994	ENSMUSG00000093011	Mir100	MIR100
ENSG00000273728			AC015884.1
ENSG00000252993			AL365398.1
ENSG00000222327	ENSMUSG00000065322	Gm22055	RNU6-855P
ENSG00000222327	ENSMUSG00000065760	Gm23848	RNU6-855P
ENSG00000264293			RN7SL657P
ENSG00000221102	ENSMUSG00000080622	Gm22676	SNORA11B
ENSG00000266043			MIR3649
ENSG00000202414			AL035252.1
ENSG00000252291			AC079173.1
ENSG00000222608			RNA5SP504
ENSG00000202224			AP005061.1
ENSG00000276800			AP000557.3
ENSG00000201184			RNU4-68P
ENSG00000201595			RNA5SP132
ENSG00000273940			RN7SL722P
ENSG00000221539	ENSMUSG00000080615	Snord99	SNORD99
ENSG00000252640			AC126773.2
ENSG00000251822	ENSMUSG00000089491	Gm26363	AC090022.1
ENSG00000283614			MIR7973-2
ENSG00000207047	ENSMUSG00000064612	Gm26457	SNORD51
ENSG00000238653			RNU7-62P
ENSG00000277565			AL109925.4
ENSG00000244307			RN7SL395P
ENSG00000212498	ENSMUSG00000077649	Gm24989	SNORD86
ENSG00000212498	ENSMUSG00000077685	Gm22498	SNORD86
ENSG00000212498	ENSMUSG00000077557	Gm23706	SNORD86
ENSG00000212498	ENSMUSG00000088909	Gm50111	SNORD86
ENSG00000212498	ENSMUSG00000093645	Gm23187	SNORD86
ENSG00000253020	ENSMUSG00000087872	Gm26098	RN7SKP40
ENSG00000221355			MIR1288
ENSG00000206818			RNU6-849P
ENSG00000238832			AC004839.1
ENSG00000277055			AC217779.1
ENSG00000207326			AL356583.1
ENSG00000280454			AC007347.2
ENSG00000277771			AL117328.2
ENSG00000200222	ENSMUSG00000080616	Gm22152	AC092040.1
ENSG00000275588			RN7SL341P
ENSG00000278670			GP6
ENSG00000212144			AL161640.1
ENSG00000251783			RNU6-1170P
ENSG00000273627			MIR4726
ENSG00000240533			RN7SL69P
ENSG00000278454			AC015599.3
ENSG00000252040	ENSMUSG00000088735	Gm23897	AC126773.1
ENSG00000252247			RNU6-70P
ENSG00000214305			AC092053.1
ENSG00000202041			AL359918.1
ENSG00000207624	ENSMUSG00000065581	Mir194-1	MIR194-1
ENSG00000252423			RNU6-229P
ENSG00000284144			MIR6866
ENSG00000239884			RN7SL608P
ENSG00000201134			AL450992.1
ENSG00000201668			AC092705.1
ENSG00000252003			RNU7-154P
ENSG00000275868			MIR8054
ENSG00000277761	ENSMUSG00000076653	Ighv7-2	AC136616.2
ENSG00000277761	ENSMUSG00000076668	Ighv7-4	AC136616.2
ENSG00000277761	ENSMUSG00000076652	Ighv7-3	AC136616.2
ENSG00000277761	ENSMUSG00000076665	Ighv7-1	AC136616.2
ENSG00000199245			AC129416.1
ENSG00000252720			RNU6-1258P
ENSG00000200281	ENSMUSG00000065261	Gm23452	RNU6-624P
ENSG00000265031			AC234063.2
ENSG00000264840			RN7SL404P
ENSG00000201321			RNA5S9
ENSG00000276159			VSTM1
ENSG00000199077	ENSMUSG00000106336	Mir129b	MIR129-2
ENSG00000253093			RNA5SP179
ENSG00000273538			AC243649.1
ENSG00000222407			RNA5SP80
ENSG00000278775			FP236383.2
ENSG00000283927	ENSMUSG00000065399	Mir133a-1	MIR133A1
ENSG00000207712			MIR627
ENSG00000200687			RNA5SP335
ENSG00000207415			RNU6-1151P
ENSG00000201221			RNU4-40P
ENSG00000200259	ENSMUSG00000065818	Snord35a	SNORD35A
ENSG00000200355			AC108667.1
ENSG00000252122			AC009163.2
ENSG00000266004			SNORA38
ENSG00000265390			MIR4999
ENSG00000277818			AC093270.4
ENSG00000263512			MIR4311
ENSG00000202523			AL732446.1
ENSG00000277194	ENSMUSG00000089350	Gm25487	SNORD22
ENSG00000200665	ENSMUSG00000088360	Gm23500	RNU6-1188P
ENSG00000274417			MIR6515
ENSG00000264796			MIR5009
ENSG00000276014			RN7SL301P
ENSG00000278374	ENSMUSG00000084659	Gm22720	AC021305.1
ENSG00000222068			RN7SKP154
ENSG00000201876			RNA5SP97
ENSG00000222355			RNU2-29P
ENSG00000202187			RNA5SP355
ENSG00000207821			MIR640
ENSG00000283301			MIR4520-2
ENSG00000276253			AC243790.2
ENSG00000268674			AC213203.1
ENSG00000266653			CR936919.1
ENSG00000271907	ENSMUSG00000084421	Gm25107	SNORA35B
ENSG00000275041			AC027373.2
ENSG00000276919	ENSMUSG00000098617	Gm27300	AL117190.7
ENSG00000276919	ENSMUSG00000098725	Gm27335	AL117190.7
ENSG00000240977			RN7SL283P
ENSG00000207631			MIR641
ENSG00000264999			MIR5089
ENSG00000244169			RN7SL120P
ENSG00000222985	ENSMUSG00000064702	Gm24950	RNU2-14P
ENSG00000222985	ENSMUSG00000065944	Rnu2-10	RNU2-14P
ENSG00000222985	ENSMUSG00000064856	Gm23444	RNU2-14P
ENSG00000222985	ENSMUSG00000094655	Gm25360	RNU2-14P
ENSG00000222985	ENSMUSG00000065767	Gm23849	RNU2-14P
ENSG00000222985	ENSMUSG00000093956	Gm24497	RNU2-14P
ENSG00000222985	ENSMUSG00000064772	Gm25202	RNU2-14P
ENSG00000222985	ENSMUSG00000065820	Gm26316	RNU2-14P
ENSG00000222985	ENSMUSG00000065251	Gm23971	RNU2-14P
ENSG00000222985	ENSMUSG00000065232	Gm22973	RNU2-14P
ENSG00000222985	ENSMUSG00000094050	Gm23472	RNU2-14P
ENSG00000222985	ENSMUSG00000093843	Gm25939	RNU2-14P
ENSG00000199626	ENSMUSG00000088344	Gm22336	RNU6-989P
ENSG00000278783			MIR6071
ENSG00000251854			RNU6-507P
ENSG00000240663			RN7SL310P
ENSG00000266146			MIR5190
ENSG00000275415			CR388205.4
ENSG00000207190			RNU6-809P
ENSG00000199459			AL360219.1
ENSG00000274390			MIR6885
ENSG00000265965			MIR4266
ENSG00000212184	ENSMUSG00000089530	Gm25163	RNU6-440P
ENSG00000223003			RNA5SP184
ENSG00000222351			RNY1P15
ENSG00000207154			RNU1-46P
ENSG00000207645			MIR512-1
ENSG00000251719			RNU6-408P
ENSG00000278420			MIR6819
ENSG00000201096			RNA5SP387
ENSG00000202142			SNORD114-18
ENSG00000221288			MIR663B
ENSG00000206931			RNU6-1042P
ENSG00000277086			MTMR10
ENSG00000275605			NDUFA3
ENSG00000206774			RNU6-211P
ENSG00000263631			MIR378D1
ENSG00000243274			RN7SL571P
ENSG00000275458			MIR6809
ENSG00000200113			AC078843.1
ENSG00000202499			SNORD115-36
ENSG00000284253			MIR1973
ENSG00000200051	ENSMUSG00000065463	Snord45c	AC011399.1
ENSG00000266191			BX248109.2
ENSG00000284448			MIR6501
ENSG00000252272			RNA5SP470
ENSG00000276760			AC136352.4
ENSG00000265727			RN7SL648P
ENSG00000276350			MIR6858
ENSG00000199514			RNU6-235P
ENSG00000207200			RNU6-45P
ENSG00000284266			MIR4534
ENSG00000221245			AC080089.1
ENSG00000238741	ENSMUSG00000089417	Gm22009	SCARNA7
ENSG00000216058			MIR944
ENSG00000201807			AL121933.1
ENSG00000273710			AC040975.2
ENSG00000252696			RNA5SP34
ENSG00000252101	ENSMUSG00000089321	Gm22523	RNU6-758P
ENSG00000207732	ENSMUSG00000065603	Mir218-1	MIR218-1
ENSG00000222205			RNA5SP266
ENSG00000199862			AC097378.1
ENSG00000276713			AC126323.7
ENSG00000208892	ENSMUSG00000077254	Gm26079	SNORA49
ENSG00000273942			AC007351.2
ENSG00000198995	ENSMUSG00000065417	Mir340	MIR340
ENSG00000240964			RN7SL751P
ENSG00000252941			RNA5SP340
ENSG00000206587			RNU6-46P
ENSG00000206729			RNU6-1126P
ENSG00000284427			MIR4647
ENSG00000223263	ENSMUSG00000088071	Gm22818	RNU6-387P
ENSG00000283477			MIR6079
ENSG00000207656	ENSMUSG00000070107	Mir489	MIR489
ENSG00000275249	ENSMUSG00000045306	Olfr734	AC171558.3
ENSG00000265815			AC099677.5
ENSG00000202059			AC023271.1
ENSG00000202270	ENSMUSG00000084487	Gm23787	SNORD114-12
ENSG00000201920			RNA5SP442
ENSG00000275633			GP6
ENSG00000221510			MIR548O
ENSG00000280004			AC005086.4
ENSG00000265351			CR752644.1
ENSG00000264553			MIR4257
ENSG00000252094			RNA5SP410
ENSG00000274076			RN7SL539P
ENSG00000207804			MIR599
ENSG00000206646			AL672138.1
ENSG00000211581			MIR765
ENSG00000265606			MIR4695
ENSG00000243671			RN7SL761P
ENSG00000265599			MIR4471
ENSG00000201457	ENSMUSG00000065778	Gm22154	SNORA55
ENSG00000284443			MIR197
ENSG00000201999			RNA5SP428
ENSG00000283699			MIR4481
ENSG00000266300			SNORD52
ENSG00000252249	ENSMUSG00000089291	Gm23208	AL391336.2
ENSG00000252249	ENSMUSG00000089131	Gm24769	AL391336.2
ENSG00000252249	ENSMUSG00000088314	Gm26186	AL391336.2
ENSG00000199059			MIR135B
ENSG00000284195			MIR6852
ENSG00000201298	ENSMUSG00000065825	Gm26314	RNU6-1164P
ENSG00000284204	ENSMUSG00000065416	Mir19a	MIR19A
ENSG00000207090	ENSMUSG00000064909	Gm25401	RNU6-517P
ENSG00000182584	ENSMUSG00000078129	Actl10	ACTL10
ENSG00000263744			MIR3664
ENSG00000271886	ENSMUSG00000065536	Mir98	MIR98
ENSG00000263537			RN7SL387P
ENSG00000202512			RN7SKP230
ENSG00000265768			MIR4506
ENSG00000199753	ENSMUSG00000065126	Snord104	SNORD104
ENSG00000264211			MIR4492
ENSG00000200209			AC011479.1
ENSG00000283694			MIR3202-2
ENSG00000274626			RPS9
ENSG00000207942			MIR136
ENSG00000252784			AL049636.2
ENSG00000252523	ENSMUSG00000065011	Gm23506	RNU6-267P
ENSG00000221604			MIR1293
ENSG00000251922	ENSMUSG00000065637	Gm26397	AL137186.3
ENSG00000280836			AL355480.1
ENSG00000277776			NLRP7
ENSG00000276339			CU151839.1
ENSG00000244568			RN7SL654P
ENSG00000283487			MIR4501
ENSG00000265612			MIR4539
ENSG00000241992			RN7SL831P
ENSG00000252491	ENSMUSG00000088989	Gm25605	RNU1-142P
ENSG00000252491	ENSMUSG00000064830	Gm25699	RNU1-142P
ENSG00000252491	ENSMUSG00000088710	Gm22730	RNU1-142P
ENSG00000252491	ENSMUSG00000064806	Gm24038	RNU1-142P
ENSG00000252491	ENSMUSG00000064732	Gm23447	RNU1-142P
ENSG00000252654			RNU7-6P
ENSG00000263629			MIR5586
ENSG00000264024			MIR4507
ENSG00000206624			RNU1-39P
ENSG00000206749			RNU6-1083P
ENSG00000264210			MIR4716
ENSG00000274873			AC012314.5
ENSG00000274574			AC006359.1
ENSG00000207044	ENSMUSG00000095636	Gm22950	RNU6-1226P
ENSG00000277391			MIR6881
ENSG00000207518	ENSMUSG00000065913	Gm24448	RNU6-59P
ENSG00000265373			MIR3180-2
ENSG00000200840			RNU6-82P
ENSG00000207218			AC009413.1
ENSG00000275101			MIR6766
ENSG00000200024			AC093895.1
ENSG00000274472			AC008379.2
ENSG00000206877	ENSMUSG00000096801	Gm23412	RNU6-1103P
ENSG00000283819	ENSMUSG00000065401	Mir144	MIR144
ENSG00000275979			CNOT3
ENSG00000200552			AC091390.2
ENSG00000275915			AL021155.1
ENSG00000265537			MIR3180-1
ENSG00000284399			MIR3184
ENSG00000265223			RNU1-79P
ENSG00000206787			RNU6-76P
ENSG00000263527			MIR4526
ENSG00000263602			MIR3185
ENSG00000277607			VSTM1
ENSG00000238707	ENSMUSG00000088524	Snord2	AC025039.1
ENSG00000201109			RNA5SP245
ENSG00000242673			RN7SL167P
ENSG00000284574			MIR6787
ENSG00000199497	ENSMUSG00000087812	Gm25115	RNU1-94P
ENSG00000207599			MIR520E
ENSG00000207071	ENSMUSG00000084442	Gm26253	RNU6-1207P
ENSG00000283389			AC069503.4
ENSG00000223258			RNU6-575P
ENSG00000283928			MIR637
ENSG00000207825			MIR519B
ENSG00000277828			AL137067.2
ENSG00000272507			RNU6-88P
ENSG00000265137			MIR3192
ENSG00000252955			RNU4ATAC9P
ENSG00000207946			MIR516B1
ENSG00000252764			RNU6-1092P
ENSG00000221091			MIR1302-5
ENSG00000202141			AC064871.1
ENSG00000199095	ENSMUSG00000078032	Mir291b	MIR372
ENSG00000199095	ENSMUSG00000077903	Mir294	MIR372
ENSG00000274906			AC083849.3
ENSG00000274568			RN7SL545P
ENSG00000243847			RN7SL610P
ENSG00000266463			MIR3196
ENSG00000263881			MIR4436B2
ENSG00000201772	ENSMUSG00000065686	Snora5c	SNORA5C
ENSG00000266299			MIR3118-1
ENSG00000201482			SNORD115-17
ENSG00000275877			AC018688.1
ENSG00000207497			AC104805.1
ENSG00000276169			MIR6871
ENSG00000222583	ENSMUSG00000089318	Gm23179	RN7SKP222
ENSG00000265859			MIR5704
ENSG00000212305	ENSMUSG00000088236	Gm25425	RNU6-679P
ENSG00000283152			MIR3120
ENSG00000239043	ENSMUSG00000087790	Gm25970	SNORD127
ENSG00000201253			RNU4-10P
ENSG00000264462			MIR3648-2
ENSG00000263445			MIR4450
ENSG00000242020			RN7SL68P
ENSG00000222736	ENSMUSG00000084675	Gm26026	RNU4-6P
ENSG00000222736	ENSMUSG00000084661	Gm24635	RNU4-6P
ENSG00000222736	ENSMUSG00000064664	Gm24459	RNU4-6P
ENSG00000276961			MIR7848
ENSG00000207815			MIR563
ENSG00000265986			MIR4735
ENSG00000240863			RN7SL645P
ENSG00000274771			GU182349.1
ENSG00000207092			AP001033.2
ENSG00000264158			MIR4670
ENSG00000277723			MIR6827
ENSG00000266569			RN7SL377P
ENSG00000221063			MIR1296
ENSG00000251975			RNU6-718P
ENSG00000207758	ENSMUSG00000070139	Mir532	MIR532
ENSG00000283555	ENSMUSG00000088402	Gm25887	AC023245.3
ENSG00000199709			RNU4-23P
ENSG00000265699			MIR548AE2
ENSG00000283656			MIR4483
ENSG00000266875			RN7SL408P
ENSG00000199240			RNA5SP46
ENSG00000252957			RNA5SP402
ENSG00000277912			MIR8089
ENSG00000265140			MIR4301
ENSG00000221038	ENSMUSG00000080673	Gm23336	RNU6ATAC7P
ENSG00000201752	ENSMUSG00000088221	Gm22602	RNU6-119P
ENSG00000221673			AC103590.1
ENSG00000221046			RNU6ATAC38P
ENSG00000207775			MIR548A1
ENSG00000265816			AL662828.2
ENSG00000266431			MIR5580
ENSG00000277306			AC092156.1
ENSG00000277108	ENSMUSG00000064437	Snord49b	SNORD49B
ENSG00000202164			RNA5SP117
ENSG00000276712			MIR7111
ENSG00000265154			MIR151B
ENSG00000252352			AC115085.1
ENSG00000265052			RN7SL622P
ENSG00000200294	ENSMUSG00000064530	Gm23613	AL607035.2
ENSG00000266760			MIR4464
ENSG00000244107			RN7SL250P
ENSG00000240733			RN7SL502P
ENSG00000283556			MIR376B
ENSG00000274703			OSCAR
ENSG00000238344			SNORD126
ENSG00000222842	ENSMUSG00000084536	Gm25844	RN7SKP168
ENSG00000264610			MIR4685
ENSG00000276137			MIR6133
ENSG00000264909			AL662842.2
ENSG00000277014			MIR3179-4
ENSG00000199704			SNORD115-29
ENSG00000265535			RN7SL475P
ENSG00000276309			RN7SKP251
ENSG00000200681	ENSMUSG00000064626	Gm22306	RNU6-263P
ENSG00000276639			MIR7154
ENSG00000221753			AC021590.1
ENSG00000208772	ENSMUSG00000080465	Gm22486	SNORD94
ENSG00000283160			MIR4521
ENSG00000238765			RNA5SP57
ENSG00000277892			MIR6746
ENSG00000207839			MIR33B
ENSG00000252923			AC068544.1
ENSG00000207453			RNU6-535P
ENSG00000276152			AC244012.1
ENSG00000275405			AC213203.2
ENSG00000284565			MIR451A
ENSG00000251865	ENSMUSG00000088668	Gm25335	RNU6-518P
ENSG00000251865	ENSMUSG00000088210	Gm22084	RNU6-518P
ENSG00000263838			MIR4698
ENSG00000207271			AL354660.1
ENSG00000277196	ENSMUSG00000003526	Prodh	AC007325.2
ENSG00000251957	ENSMUSG00000089035	Gm22157	RNU6-1095P
ENSG00000241037			RN7SL335P
ENSG00000274050			GP6
ENSG00000284595			MIR6785
ENSG00000201811			AL391095.1
ENSG00000275967			MIR6880
ENSG00000276886			GREM1
ENSG00000200648	ENSMUSG00000087732	Gm24651	RNU6-226P
ENSG00000253066	ENSMUSG00000087841	Gm25623	RNU6-709P
ENSG00000253066	ENSMUSG00000065684	Gm23733	RNU6-709P
ENSG00000252228			AL669914.1
ENSG00000284216			MIR1909
ENSG00000251756			RNA5SP385
ENSG00000198982			MIR380
ENSG00000223046			RNA5SP369
ENSG00000251920			RNA5SP216
ENSG00000202431	ENSMUSG00000088217	Gm22079	RNU6-438P
ENSG00000206869			SNORA70F
ENSG00000207550	ENSMUSG00000065396	Mir99b	MIR99B
ENSG00000207934			MIR654
ENSG00000276735			AL390863.1
ENSG00000280904			AC104446.3
ENSG00000207173			AC012182.1
ENSG00000274380			MIR6801
ENSG00000206844			AC002365.1
ENSG00000276311			MIR6511A3
ENSG00000201519			RNU6-645P
ENSG00000277395			AC233698.1
ENSG00000276363			VSTM1
ENSG00000207435	ENSMUSG00000084505	Gm25322	RNU6-114P
ENSG00000252283	ENSMUSG00000065145	Vaultrc5	AC100852.1
ENSG00000252283	ENSMUSG00000064905	Gm25403	AC100852.1
ENSG00000266761			MIR3194
ENSG00000222627	ENSMUSG00000064702	Gm24950	RNU2-37P
ENSG00000222627	ENSMUSG00000065944	Rnu2-10	RNU2-37P
ENSG00000222627	ENSMUSG00000064856	Gm23444	RNU2-37P
ENSG00000222627	ENSMUSG00000094655	Gm25360	RNU2-37P
ENSG00000222627	ENSMUSG00000065767	Gm23849	RNU2-37P
ENSG00000222627	ENSMUSG00000093956	Gm24497	RNU2-37P
ENSG00000222627	ENSMUSG00000064772	Gm25202	RNU2-37P
ENSG00000222627	ENSMUSG00000065820	Gm26316	RNU2-37P
ENSG00000222627	ENSMUSG00000065251	Gm23971	RNU2-37P
ENSG00000222627	ENSMUSG00000065232	Gm22973	RNU2-37P
ENSG00000222627	ENSMUSG00000094050	Gm23472	RNU2-37P
ENSG00000222627	ENSMUSG00000093843	Gm25939	RNU2-37P
ENSG00000283721			MIR6884
ENSG00000277385			AL020993.2
ENSG00000275551			OSCAR
ENSG00000252886	ENSMUSG00000089621	Gm25445	RN7SKP197
ENSG00000274847			MAFIP
ENSG00000221120	ENSMUSG00000080669	Mir1224	MIR1224
ENSG00000207776			MIR551A
ENSG00000239053			RNU7-138P
ENSG00000206897			SNORA9B
ENSG00000263409			MIR4747
ENSG00000275287			AL732314.1
ENSG00000252364			RNA5SP360
ENSG00000283664			MIR4679-1
ENSG00000263790			MIR4473
ENSG00000238917	ENSMUSG00000089542	Gm25835	SNORD10
ENSG00000275640			MIR6793
ENSG00000201447			RNA5SP509
ENSG00000278101			AC025674.3
ENSG00000207366			RNU6-297P
ENSG00000265347			MIR4291
ENSG00000263693			MIR3161
ENSG00000199691			RN7SKP173
ENSG00000284034			MIR5196
ENSG00000212189			RNU6-328P
ENSG00000221676			RNU6ATAC
ENSG00000239057			MIR500B
ENSG00000266663			MIR3169
ENSG00000267954			AP000349.1
ENSG00000207773			MIR642A
ENSG00000199872			RNU6-942P
ENSG00000244521			RN7SL700P
ENSG00000264866			AL929561.4
ENSG00000264850			MIR4310
ENSG00000207820			MIR545
ENSG00000278328			MIR6802
ENSG00000221533			MIR1184-1
ENSG00000265991			MIR4519
ENSG00000251789			RNU4-57P
ENSG00000252244			RNU7-3P
ENSG00000274941			CNOT3
ENSG00000266195			RN7SL163P
ENSG00000207548			MIR217
ENSG00000278118			AC243679.3
ENSG00000238904			RNU7-34P
ENSG00000221698			MIR548H3
ENSG00000275006			AC233968.2
ENSG00000206725	ENSMUSG00000077511	Gm25875	RNU6-1027P
ENSG00000202392			RN7SKP292
ENSG00000266078			MIR4432
ENSG00000206634	ENSMUSG00000065304	Gm23245	SNORA22
ENSG00000275238			MIR4734
ENSG00000263638			BX248133.1
ENSG00000244139			RN7SL397P
ENSG00000276323			TFPT
ENSG00000265252			MIR3132
ENSG00000284411			MIR3191
ENSG00000222792			RNU6-860P
ENSG00000201919	ENSMUSG00000065074	Gm24535	RNU6-1022P
ENSG00000252377	ENSMUSG00000084454	Gm24592	RNU6-504P
ENSG00000264887			CR759787.1
ENSG00000252995			RNU6-667P
ENSG00000212489			RNU6-1109P
ENSG00000266104			MIR4326
ENSG00000207738			MIR520C
ENSG00000202081	ENSMUSG00000088179	Gm23106	RNU6-1280P
ENSG00000202081	ENSMUSG00000089277	Gm24546	RNU6-1280P
ENSG00000278702			AL356362.1
ENSG00000252267			RNA5SP495
ENSG00000252889			RNU6-1236P
ENSG00000252125			RNU6-1299P
ENSG00000251997			RNA5SP458
ENSG00000207653			MIR558
ENSG00000264084			MIR5688
ENSG00000206811			SNORA10
ENSG00000243075			RN7SL519P
ENSG00000264975			MIR4431
ENSG00000252202			AC008393.2
ENSG00000207651	ENSMUSG00000065494	Mir28a	MIR28
ENSG00000252713			RNU6-1198P
ENSG00000276706			AC023128.2
ENSG00000201433			RNU6-335P
ENSG00000201036	ENSMUSG00000064621	Gm26922	AL132709.2
ENSG00000201036	ENSMUSG00000064496	DQ267101	AL132709.2
ENSG00000201036	ENSMUSG00000064417	DQ267102	AL132709.2
ENSG00000201036	ENSMUSG00000065013	Gm23508	AL132709.2
ENSG00000201036	ENSMUSG00000064679	Gm25357	AL132709.2
ENSG00000201036	ENSMUSG00000084549	DQ267100	AL132709.2
ENSG00000201036	ENSMUSG00000099132	Gm27604	AL132709.2
ENSG00000201036	ENSMUSG00000087885	Gm23600	AL132709.2
ENSG00000207798	ENSMUSG00000065539	Mir216a	MIR216A
ENSG00000283420			MIR4278
ENSG00000240641			RN7SL580P
ENSG00000207426			AL669876.1
ENSG00000252353			RNU7-25P
ENSG00000238391			RNA5SP233
ENSG00000265889			AC233699.2
ENSG00000221502			MIR1245A
ENSG00000273945			MIR6853
ENSG00000212493	ENSMUSG00000077797	Snord19	SNORD19
ENSG00000279049			AL353898.2
ENSG00000243439			RN7SL352P
ENSG00000281420			AP001052.1
ENSG00000221585			MIR1226
ENSG00000252840	ENSMUSG00000089069	Gm22840	AL365436.3
ENSG00000283941			MIR600
ENSG00000222448			RN7SKP150
ENSG00000252371			RNU6-725P
ENSG00000277721			AL022165.1
ENSG00000207940			MIR567
ENSG00000278756			MIR6722
ENSG00000207607	ENSMUSG00000065400	Mir200a	MIR200A
ENSG00000207073			AC010619.1
ENSG00000273748			AL592183.1
ENSG00000239577			RN7SL388P
ENSG00000206784			AL158155.1
ENSG00000264986			MIR5092
ENSG00000206603	ENSMUSG00000065304	Gm23245	SNORA22B
ENSG00000208005			MIR503
ENSG00000206699			AC026827.1
ENSG00000265596			MIR3659
ENSG00000222361	ENSMUSG00000089222	Gm25049	RNU6-1186P
ENSG00000266555			MIR3145
ENSG00000206758	ENSMUSG00000065031	Gm22364	RNU6-317P
ENSG00000252823	ENSMUSG00000096863	Gm22259	RNU6-148P
ENSG00000275606			CR388407.1
ENSG00000216056			MIR891A
ENSG00000201542			AL160000.1
ENSG00000283876			MIR4260
ENSG00000252996	ENSMUSG00000064659	Gm26131	RNU6-1315P
ENSG00000283710			MIR1204
ENSG00000252510			RNA5SP55
ENSG00000281228			AL132640.4
ENSG00000284586			MIR92B
ENSG00000251768			RNA5SP217
ENSG00000264090			MIR4666B
ENSG00000275161	ENSMUSG00000098709	Gm27528	AL117190.5
ENSG00000283558			MIR3158-2
ENSG00000252431	ENSMUSG00000089443	Gm22528	RNU6-1247P
ENSG00000242216			RN7SL97P
ENSG00000199712			SNORD115-2
ENSG00000206949			RNU6-1324P
ENSG00000221406			MIR320B2
ENSG00000212586	ENSMUSG00000065226	Gm25791	AL035555.1
ENSG00000212586	ENSMUSG00000093277	Gm26236	AL035555.1
ENSG00000263540			MIR5582
ENSG00000284360			MIR6125
ENSG00000274216			AC087283.2
ENSG00000264500			MIR3124
ENSG00000240750			RN7SL559P
ENSG00000207137	ENSMUSG00000077772	Gm22373	SNORD116-13
ENSG00000207499			AL109920.2
ENSG00000239822			RN7SL754P
ENSG00000284425			MIR8072
ENSG00000264032			MIR4491
ENSG00000251729			RNA5SP401
ENSG00000264102			MIR4688
ENSG00000252148			RNU6-1206P
ENSG00000212146			RNU6-910P
ENSG00000200338	ENSMUSG00000088051	Gm26150	RNU1-49P
ENSG00000284122			MIR6717
ENSG00000223336	ENSMUSG00000065907	Gm26108	RNU2-6P
ENSG00000264153			SNORA38
ENSG00000199104	ENSMUSG00000065481	Mir346	MIR346
ENSG00000199088			MIR379
ENSG00000281842			MIR1291
ENSG00000252509			RNA5SP271
ENSG00000212628			RNA5SP241
ENSG00000201548			AL139406.1
ENSG00000222693			RN7SKP120
ENSG00000272458			MIR432
ENSG00000283621			MIR6759
ENSG00000200443			RNU6-1066P
ENSG00000207743			MIR495
ENSG00000277202			MIR8063
ENSG00000206705			AC024084.1
ENSG00000265955			AL845353.1
ENSG00000199475			RN7SKP104
ENSG00000251985			RNU6-1161P
ENSG00000283793			MIR6861
ENSG00000200827	ENSMUSG00000089593	Gm26159	RNU6-324P
ENSG00000277243			MIR3118-3
ENSG00000265871			MIR3174
ENSG00000202538	ENSMUSG00000094377	Gm24407	RNU4-2
ENSG00000238444			RNU6-893P
ENSG00000278223			MIR6783
ENSG00000207167			RNU6-1340P
ENSG00000265993			MIR5694
ENSG00000201165			RNU6-1229P
ENSG00000199683	ENSMUSG00000084518	Gm22477	RN7SKP185
ENSG00000239118			MIR1972-2
ENSG00000238317	ENSMUSG00000089093	Snord11	SNORD11
ENSG00000207187			SNORA10B
ENSG00000275449			MIR6859-3
ENSG00000207766			MIR626
ENSG00000202021			AC211486.3
ENSG00000239112	ENSMUSG00000089317	Snord123	SNORD123
ENSG00000278378			OSCAR
ENSG00000221540			MIR1180
ENSG00000252760			RNA5SP54
ENSG00000212135	ENSMUSG00000077221	Snord67	SNORD67
ENSG00000201896			RN7SKP153
ENSG00000265331			MIR4524B
ENSG00000283891	ENSMUSG00000098589	Gm27353	MIR628
