AffyID	name	thr	mean	mean-thr	perc	min	max	sd	thrNum	hi	int	lo
APCDD1	225016_at	8.02	7.36	-0.66	-0.15	4.83	12.40	1.49	168	43	34	151
ZMYM5	235620_x_at	4.30	4.10	-0.20	-0.19	2.97	6.61	0.66	156	29	122	77
FLAD1	205661_s_at	6.76	6.93	0.17	0.17	4.98	8.27	0.65	79	71	122	35
ARHGAP8	37117_at	6.88	7.76	0.88	0.40	4.21	9.22	0.91	24	172	41	15
MUM1	230461_s_at	6.49	6.30	-0.19	-0.17	4.79	8.52	0.69	151	38	106	84
LOC344405	237291_at	5.32	4.80	-0.52	-0.17	3.47	7.04	0.70	187	31	39	158
ST6GALNAC1	227725_at	8.84	10.70	1.86	0.30	5.47	12.01	1.03	11	214	4	10
RNF4	212696_s_at	8.50	9.11	0.60	0.30	6.29	10.21	0.50	18	171	47	10
STAM	203544_s_at	7.71	7.78	0.07	0.04	4.27	10.39	1.09	104	74	106	48
FBLN1	202995_s_at	6.16	6.11	-0.05	-0.01	3.61	9.80	1.29	119	88	47	93
STK39	202786_at	8.05	9.40	1.35	0.42	5.49	11.06	0.79	9	211	10	7
HSD17B2	204818_at	8.66	9.16	0.50	0.08	3.94	11.66	1.63	76	140	26	62
RPL27A	212044_s_at	8.65	8.48	-0.17	-0.11	6.89	11.86	0.73	148	36	116	76
MLL2	227527_at	7.54	7.74	0.20	0.17	4.39	9.32	0.86	80	84	110	34
GFPT1	202722_s_at	8.29	10.28	1.99	0.30	4.84	11.29	0.93	8	219	1	8
USP48	220079_s_at	7.23	8.31	1.09	0.32	5.14	9.86	0.66	12	208	11	9
PDZK1	205380_at	5.44	4.89	-0.56	-0.14	3.34	8.07	1.22	166	50	35	143
CXCL13	205242_at	6.39	6.16	-0.23	-0.03	3.11	11.61	2.38	126	89	21	118
PSMB7	200786_at	9.65	10.05	0.39	0.29	7.01	11.12	0.62	41	109	102	17
GSTM4	204149_s_at	6.42	6.90	0.48	0.12	4.35	9.20	1.19	67	142	27	59
RALBP1	202845_s_at	8.63	8.98	0.35	0.28	5.70	10.43	0.56	40	98	118	12
GPSN2	208336_s_at	8.44	9.18	0.74	0.33	5.79	10.29	0.69	22	179	36	13
ZBED4	204799_at	6.02	6.63	0.60	0.30	3.58	8.01	0.79	35	150	58	20
RFPL2	207227_x_at	5.76	5.17	-0.59	-0.40	4.14	7.34	0.39	217	5	58	165
CATSPERB	220293_at	4.63	4.12	-0.50	-0.24	3.12	7.82	0.71	190	18	64	146
IGF2BP3	203820_s_at	4.20	3.74	-0.46	-0.28	3.09	7.26	0.56	198	13	80	135
VASP	202205_at	8.90	9.15	0.26	0.25	6.66	10.72	0.61	59	74	132	22
C3AR1	209906_at	7.29	7.32	0.02	0.03	5.65	9.44	0.70	109	62	114	52
RABGAP1L	215342_s_at	6.44	6.56	0.11	0.08	4.45	8.72	0.98	98	82	82	64
RHOA	1555814_a_at	9.00	9.94	0.94	0.03	4.69	11.71	1.99	63	164	2	62
LOC728806	1566785_x_at	6.51	6.14	-0.37	-0.20	4.64	8.55	0.85	166	42	66	120
GLT8D4	235371_at	6.89	6.92	0.03	0.02	4.59	10.15	1.19	111	89	55	84
PAN3	225563_at	7.65	8.95	1.31	0.43	5.26	10.64	0.76	9	213	7	8
GPC4	204983_s_at	6.18	5.99	-0.19	-0.11	4.42	8.27	0.75	148	37	108	83
MAGI3	226770_at	7.86	8.23	0.37	0.22	5.01	9.74	0.76	54	117	83	28
IL10RB	209575_at	8.03	8.73	0.70	0.27	4.53	9.97	0.89	34	160	45	23
CDKN1A	202284_s_at	9.61	10.04	0.43	0.28	7.74	11.60	0.71	44	120	80	28
JRKL	206734_at	7.40	7.63	0.23	0.19	5.45	9.12	0.67	69	93	104	31
EPC1	225417_at	7.83	8.44	0.61	0.35	5.88	9.82	0.54	18	156	63	9
C17orf81	219260_s_at	6.53	6.97	0.44	0.26	4.23	8.77	0.90	56	123	66	39
CDC27	214236_at	5.62	4.73	-0.89	-0.27	3.93	8.38	0.64	212	10	14	204
CEL	1553970_s_at	6.00	4.53	-1.47	-0.29	3.56	9.05	0.72	220	6	7	215
PANX1	204715_at	5.90	5.75	-0.14	-0.12	3.72	7.95	0.72	142	39	125	64
ADK	204119_s_at	7.95	8.26	0.31	0.22	5.42	9.84	0.81	63	98	101	29
ZNF117	235408_x_at	5.36	4.64	-0.72	-0.37	3.12	7.04	0.65	207	17	38	173
SHPRH	226366_at	5.94	6.20	0.26	0.12	3.08	8.54	1.02	78	103	86	39
IBTK	210970_s_at	6.91	8.43	1.52	0.36	3.84	9.96	0.89	11	215	5	8
EXDL2	218363_at	7.41	8.01	0.60	0.33	5.45	9.02	0.50	18	160	58	10
RNF10	207801_s_at	8.38	9.02	0.64	0.31	6.33	10.19	0.60	22	162	52	14
BAD	1861_at	6.85	7.09	0.25	0.17	4.73	8.83	0.73	71	94	91	43
CKB	200884_at	10.15	10.70	0.56	0.30	7.60	12.17	0.85	41	144	61	23
SH3BGRL2	225354_s_at	9.17	9.62	0.45	0.30	6.59	10.72	0.65	37	124	84	20
NQO2	203814_s_at	7.43	7.44	0.01	0.00	4.99	9.36	0.88	112	70	96	62
KCNQ1	204487_s_at	8.46	8.39	-0.07	-0.05	6.37	10.16	0.64	130	42	133	53
TOP2B	211987_at	7.87	9.14	1.27	0.31	4.73	10.45	0.83	13	210	9	9
SERPINE2	212190_at	8.49	8.39	-0.10	-0.04	5.36	12.15	1.07	128	57	87	84
MYH10	212372_at	6.64	6.71	0.06	0.06	4.87	9.55	0.75	102	66	111	51
GBE1	203282_at	7.06	8.16	1.10	0.33	4.21	9.67	0.82	15	198	19	11
SERPINB8	206034_at	6.49	6.29	-0.20	-0.16	4.89	8.07	0.58	159	28	121	79
URB1	212996_s_at	5.60	5.34	-0.27	-0.22	3.89	7.30	0.66	165	26	115	87
LIPA	201847_at	8.85	9.50	0.65	0.17	4.13	11.56	1.33	56	152	35	41
C1orf19	225399_at	7.18	7.34	0.15	0.14	4.65	9.17	0.88	89	84	95	49
HIRA	217427_s_at	7.18	7.57	0.39	0.15	3.68	9.24	0.97	64	128	60	40
RASSF4	226436_at	6.04	6.06	0.03	0.02	4.21	8.13	0.85	110	78	84	66
HOXD9	205605_at	5.67	5.20	-0.48	-0.22	4.38	7.55	0.48	202	13	65	150
MARCH6	201736_s_at	7.68	8.88	1.20	0.36	4.88	9.81	0.71	11	212	8	8
ZKSCAN1	214670_at	7.60	8.25	0.65	0.22	3.44	10.61	1.25	52	151	43	34
BHLHB2	201170_s_at	8.78	8.73	-0.05	-0.02	5.29	11.31	1.03	121	65	99	64
C14orf147	212460_at	7.91	9.24	1.33	0.26	4.68	10.53	1.01	18	204	11	13
TMEM194	212621_at	6.93	6.85	-0.08	-0.08	5.02	9.28	0.75	131	36	129	63
FNTA	200090_at	9.42	10.37	0.95	0.43	6.60	11.80	0.67	12	202	18	8
GCC2	202832_at	8.22	9.19	0.97	0.30	4.80	10.26	0.76	17	197	20	11
MRPL44	222555_s_at	7.18	7.56	0.38	0.15	4.39	9.18	1.01	65	124	69	35
COL4A3	222073_at	4.52	4.26	-0.26	-0.24	3.29	7.18	0.63	167	28	108	92
ACPT	241715_x_at	6.91	6.35	-0.56	-0.35	5.24	9.63	0.49	209	11	67	150
PARP2	214086_s_at	6.50	6.66	0.16	0.16	4.24	8.20	0.69	82	73	120	35
OS9	215399_s_at	8.50	8.90	0.40	0.16	6.79	10.47	0.66	47	133	69	26
HJURP	218726_at	6.74	6.52	-0.23	-0.16	5.12	8.23	0.64	159	33	116	79
CYP4F3	206515_at	5.33	5.22	-0.11	-0.08	3.33	7.71	0.84	132	52	100	76
DHX15	201385_at	9.82	10.88	1.07	0.42	6.51	11.98	0.65	10	209	13	6
TDRG1	230236_at	6.79	6.49	-0.30	-0.21	5.48	8.41	0.55	177	22	107	99
TBPL1	208398_s_at	7.27	8.31	1.04	0.35	4.07	10.12	0.91	19	189	26	13
KIAA0182	212057_at	8.07	8.53	0.46	0.15	4.55	10.55	1.14	64	139	48	41
POLR2J	212782_x_at	9.36	9.88	0.52	0.05	7.18	11.11	0.95	57	163	11	54
hCG_1998957	215193_x_at	9.09	10.32	1.22	0.29	4.38	12.60	1.48	32	178	26	24
TUFT1	205807_s_at	7.31	8.47	1.15	0.42	4.89	10.11	0.79	12	204	16	8
PEX1	204873_at	6.04	6.17	0.13	0.17	3.55	7.55	0.64	84	59	140	29
GRPEL1	212434_at	7.16	7.97	0.81	0.42	5.13	9.34	0.71	18	175	41	12
FAM44B	225030_at	8.30	8.27	-0.04	-0.03	6.05	9.99	0.68	122	51	125	52
BAMBI	203304_at	7.18	7.28	0.10	0.06	4.97	10.19	0.97	100	83	83	62
PNMA3	220923_s_at	6.79	6.29	-0.50	-0.36	5.24	8.97	0.51	205	11	86	131
ZMYM1	220206_at	5.87	5.69	-0.18	-0.14	3.70	8.36	0.85	145	30	118	80
C1orf57	223272_s_at	8.17	8.57	0.40	0.25	5.45	10.01	0.76	50	118	85	25
FLRT3	222853_at	6.58	6.42	-0.15	-0.09	4.24	8.97	1.00	135	59	80	89
NAT1	214440_at	8.53	9.35	0.82	0.24	4.69	10.74	0.91	28	181	28	19
KPNA3	221502_at	7.86	9.08	1.22	0.33	4.26	11.00	0.88	15	209	7	12
CEP76	52285_f_at	6.22	6.15	-0.07	-0.04	4.13	7.99	0.91	124	67	87	74
CLN5	204084_s_at	7.39	8.22	0.83	0.33	4.41	9.73	0.84	24	185	29	14
DLG1	202515_at	7.98	9.28	1.30	0.44	5.15	11.14	0.76	9	217	2	9
TXNL4A	202836_s_at	9.41	9.97	0.56	0.37	6.65	10.92	0.54	21	145	74	9
KLF2	219371_s_at	8.10	7.77	-0.33	-0.12	5.75	10.25	0.84	162	42	70	116
CSRP2BP	228543_at	6.21	7.58	1.37	0.36	3.35	9.45	0.95	13	208	10	10
MRPL54	225797_at	8.47	8.67	0.19	0.12	6.71	10.10	0.70	78	92	96	40
FBXL14	213145_at	7.59	8.83	1.23	0.33	4.40	10.23	0.69	10	211	9	8
FLJ32810	230047_at	5.85	6.04	0.19	0.10	3.46	8.01	1.04	90	106	64	58
C14orf133	233140_s_at	6.42	6.60	0.18	0.09	4.50	7.77	0.69	81	91	91	46
NCKAP1	207738_s_at	7.76	9.66	1.90	0.34	4.47	11.07	0.86	7	218	3	7
AKR1B10	206561_s_at	8.52	9.45	0.94	0.25	4.94	11.53	1.41	42	164	35	29
CCDC144C	1561271_at	4.23	3.37	-0.85	-0.27	2.88	6.09	0.47	217	7	15	206
LOC257396	236076_at	4.92	4.34	-0.58	-0.19	3.42	7.12	0.70	194	20	43	165
LSM4	202736_s_at	8.17	8.73	0.56	0.05	5.09	10.38	1.32	66	156	17	55
NECAP1	209300_s_at	7.20	8.16	0.97	0.38	4.42	9.41	0.71	15	201	17	10
GALNT4	231832_at	7.91	9.65	1.73	0.49	4.84	11.72	1.10	11	213	4	11
TRIM29	202504_at	7.24	6.85	-0.38	-0.14	4.97	10.31	1.09	158	48	51	129
CREB1	225572_at	6.15	7.41	1.27	0.34	3.41	9.00	0.84	13	209	8	11
KIAA0146	228325_at	5.49	5.04	-0.45	-0.13	3.52	7.41	0.86	172	42	42	144
ASNSD1	217987_at	8.46	8.62	0.16	0.15	5.13	10.16	0.82	85	75	119	34
KLF12	227261_at	6.53	6.93	0.40	0.21	4.26	8.31	0.79	55	126	67	35
ADI1	217761_at	9.65	10.16	0.51	0.30	6.00	11.93	0.87	41	131	78	19
STBD1	203986_at	7.99	8.08	0.09	0.12	5.51	10.03	0.89	101	86	76	66
IL13RA1	210904_s_at	6.99	7.43	0.44	0.10	4.28	9.29	1.42	77	134	26	68
FXYD1	205384_at	6.46	6.40	-0.06	-0.02	5.01	8.44	0.77	125	50	99	79
BRCC3	216521_s_at	6.56	6.99	0.43	0.11	4.26	9.04	1.35	76	134	32	62
CABP2	207745_at	5.66	5.15	-0.51	-0.29	4.50	7.23	0.43	208	10	70	148
NHLRC3	227040_at	7.74	7.67	-0.07	-0.05	4.27	9.75	0.79	128	37	147	44
MLLT4	224685_at	8.39	9.73	1.34	0.35	5.11	10.98	0.72	9	214	8	6
ACTR1B	202135_s_at	7.91	8.36	0.45	0.39	6.19	9.11	0.40	19	115	106	7
LGR4	218326_s_at	8.19	9.15	0.97	0.31	4.59	10.91	0.99	25	181	30	17
ZNF253	242919_at	6.11	6.20	0.08	0.11	4.29	8.35	0.80	99	66	110	52
ANXA2	201590_x_at	11.84	12.68	0.84	0.40	9.75	13.63	0.51	10	194	27	7
PSMC5	209503_s_at	8.85	9.52	0.67	0.45	6.37	10.59	0.50	13	166	55	7
HIST1H2AG	207156_at	5.26	4.75	-0.51	-0.22	3.23	7.69	0.91	178	31	58	139
C5orf29	1552386_at	4.35	4.06	-0.29	-0.19	3.07	6.90	0.70	166	28	89	111
STXBP3	203310_at	7.75	9.18	1.43	0.38	5.00	11.00	0.96	13	211	7	10
TARS	201263_at	8.39	9.40	1.01	0.43	6.20	10.44	0.58	9	206	16	6
KIAA0495	1569502_s_at	5.75	5.27	-0.49	-0.36	4.26	7.91	0.46	208	8	94	126
HS6ST2	1552767_a_at	5.76	4.87	-0.89	-0.16	3.12	10.34	1.51	180	35	24	169
C8orf58	236296_x_at	6.81	6.39	-0.41	-0.29	5.54	8.55	0.47	199	12	94	122
PIR	207469_s_at	6.32	6.17	-0.14	-0.07	4.14	9.12	0.94	135	51	88	89
SYT7	232025_at	7.15	6.62	-0.53	-0.32	5.94	8.44	0.48	206	13	68	147
CLU	208792_s_at	7.85	7.57	-0.28	-0.14	4.69	11.15	1.16	147	52	75	101
RRM1	201477_s_at	7.40	8.72	1.32	0.40	4.67	10.63	0.88	12	210	8	10
DLX3	231778_at	5.59	5.18	-0.41	-0.23	4.45	7.22	0.44	201	10	97	121
ZDHHC6	218249_at	8.39	9.22	0.83	0.32	6.02	10.33	0.62	16	194	25	9
SSTR1	235591_at	5.47	5.42	-0.06	-0.02	3.55	8.14	0.98	122	62	90	76
PAFAH1B3	203228_at	8.10	8.00	-0.10	-0.11	5.81	9.94	0.69	135	51	109	68
MAN1A2	217921_at	5.50	5.52	0.02	0.02	3.47	7.26	0.80	110	70	106	52
RBM5	230742_at	5.66	5.32	-0.34	-0.17	4.05	7.57	0.80	166	35	73	120
PRELID1	223032_x_at	10.23	10.48	0.25	0.19	8.57	11.59	0.61	63	93	109	26
OLFML2A	213075_at	7.01	6.89	-0.12	-0.11	5.41	10.06	0.68	140	33	128	67
C21orf88	1555231_a_at	5.76	5.63	-0.13	-0.05	4.02	8.92	0.99	131	63	67	98
CITED2	209357_at	7.92	8.16	0.24	0.10	4.24	10.24	1.16	86	116	60	52
FADS2	243953_at	5.37	4.84	-0.53	-0.36	3.59	6.65	0.48	208	13	78	137
DKK4	206619_at	5.01	4.47	-0.55	-0.32	3.62	6.93	0.49	207	13	65	150
EIF4B	219599_at	7.47	7.66	0.19	0.09	4.29	10.09	1.12	91	101	63	64
SPG20	212526_at	5.62	5.69	0.07	0.05	3.55	8.73	0.87	103	69	93	66
KBTBD11	204301_at	7.69	7.93	0.24	0.21	4.19	9.21	0.72	68	88	109	31
KCNS3	205968_at	6.38	6.28	-0.10	-0.07	4.26	8.48	0.95	128	72	65	91
TSSK3	228451_at	6.06	5.28	-0.77	-0.35	4.44	8.26	0.50	217	7	33	188
IL1B	39402_at	6.80	6.41	-0.38	-0.18	4.79	11.19	1.04	162	37	66	125
TPK1	221218_s_at	7.18	7.29	0.12	0.11	4.71	10.15	1.01	97	72	92	64
NEXN	226103_at	6.20	5.52	-0.68	-0.25	3.55	10.35	1.15	182	28	43	157
GTF2A2	202678_at	9.09	9.49	0.39	0.10	5.19	10.88	0.85	59	143	49	36
FAM96B	218074_at	8.86	9.73	0.87	0.34	6.63	10.89	0.66	17	195	19	14
RGS14	211021_s_at	5.63	5.17	-0.46	-0.33	4.09	8.50	0.54	200	12	92	124
RPL18	200022_at	12.32	12.75	0.43	0.20	10.38	13.61	0.60	41	136	67	25
HIST1H2BG	210387_at	6.47	6.59	0.12	0.06	4.14	9.54	1.06	99	91	73	64
FAM57A	218898_at	7.78	7.63	-0.15	-0.09	5.46	9.83	0.95	135	70	69	89
ITGB1	1553678_a_at	8.55	9.51	0.96	0.24	4.62	11.00	1.20	35	175	26	27
MS4A6A	224356_x_at	7.73	8.04	0.31	0.16	5.24	10.61	1.19	80	110	62	56
CYP2U1	226402_at	6.00	5.58	-0.42	-0.29	3.73	8.30	0.83	176	26	89	113
FAM5C	217562_at	4.45	4.36	-0.10	-0.01	2.83	7.64	1.18	125	72	55	101
SQLE	209218_at	7.86	8.01	0.15	0.07	4.05	10.37	1.23	97	99	66	63
CCNB1IP1	217988_at	8.90	8.71	-0.18	-0.20	5.58	10.65	0.89	146	47	115	66
C1orf104	230256_at	5.69	5.40	-0.29	-0.19	3.82	8.75	0.94	154	47	67	114
LRIG2	238653_at	6.83	6.91	0.08	0.08	3.77	8.85	0.86	100	64	119	45
CTD-2267G17.3	229469_at	6.49	6.06	-0.44	-0.32	5.17	8.14	0.46	202	10	93	125
RAD23A	201039_s_at	7.53	7.81	0.28	0.15	5.37	9.35	0.83	71	109	78	41
ATXN3	238723_at	5.35	5.03	-0.33	-0.27	3.70	7.36	0.61	179	24	115	89
RRP15	219037_at	6.68	7.10	0.42	0.30	4.26	9.15	1.03	60	108	84	36
P53AIP1	220403_s_at	5.08	4.54	-0.54	-0.31	3.84	7.09	0.49	206	10	64	154
FEZ2	215000_s_at	7.89	9.43	1.54	0.43	4.74	11.12	0.82	8	215	6	7
DBI	202428_x_at	10.96	11.48	0.52	0.30	8.68	12.54	0.54	25	147	71	10
BOLA2	210396_s_at	7.60	9.02	1.42	0.42	4.54	11.17	1.00	13	209	7	12
NSFL1C	232520_s_at	7.94	8.70	0.77	0.29	5.79	9.60	0.60	18	195	22	11
LPCAT2	227889_at	7.21	7.03	-0.18	-0.16	4.32	9.49	1.07	139	51	101	76
SPRED1	226837_at	6.94	7.35	0.41	0.22	3.88	9.18	1.06	63	125	71	32
ORC3L	210028_s_at	6.90	7.20	0.30	0.22	4.21	8.74	0.74	61	90	108	30
UBR3	230029_x_at	7.95	8.55	0.60	0.30	4.22	10.67	1.04	43	146	59	23
ACSL6	229725_at	4.39	3.70	-0.69	-0.14	2.90	7.51	0.82	193	22	22	184
LSM6	205036_at	7.25	8.16	0.92	0.42	5.04	9.27	0.66	14	197	22	9
C1orf9	203429_s_at	7.47	8.07	0.60	0.36	4.18	9.66	0.78	30	145	71	12
MX1	202086_at	7.68	7.68	-0.00	0.00	5.33	10.93	0.84	114	52	122	54
SLC39A6	202088_at	7.98	8.48	0.50	0.29	4.72	10.65	1.05	53	125	69	34
RCN1	201063_at	9.18	9.01	-0.17	-0.08	5.23	10.68	0.84	144	52	114	62
CEP164	1558953_s_at	7.19	7.06	-0.13	-0.09	5.58	9.73	0.72	139	39	115	74
SLC7A8	216604_s_at	7.00	6.90	-0.09	-0.05	5.03	9.52	0.90	128	66	84	78
ITLN1	223597_at	8.69	9.91	1.21	0.17	4.33	13.50	2.20	53	166	16	46
BLOC1S1	202592_at	9.32	9.64	0.32	0.15	7.96	11.07	0.69	61	116	73	39
ZFPM2	219778_at	4.73	4.46	-0.27	-0.16	3.34	7.59	0.81	157	40	76	112
MANSC1	220945_x_at	7.79	8.84	1.06	0.28	4.70	10.17	0.79	16	199	18	11
MACROD2	235278_at	5.43	5.23	-0.20	-0.12	3.63	7.66	0.73	149	42	96	90
HELLS	227350_at	6.35	6.09	-0.26	-0.11	3.21	8.91	1.04	149	48	81	99
C1QA	218232_at	8.11	8.54	0.42	0.14	4.32	11.35	1.51	78	123	39	66
ATG9B	1553390_at	5.01	4.21	-0.80	-0.31	3.46	8.12	0.61	211	10	24	194
PRCC	208938_at	5.91	6.53	0.62	0.28	3.61	7.74	0.74	31	152	60	16
TGFBI	201506_at	10.35	9.81	-0.53	-0.16	6.73	12.62	1.29	164	54	36	138
C18orf8	221190_s_at	7.07	7.45	0.38	0.23	4.65	8.40	0.56	39	116	99	13
FDXR	207813_s_at	6.32	6.00	-0.31	-0.24	4.94	8.11	0.64	173	27	98	103
DUSP1	201041_s_at	10.11	10.26	0.15	0.05	5.71	13.02	1.34	98	94	68	66
GMFB	202543_s_at	7.75	8.61	0.86	0.23	3.70	10.34	1.22	39	169	34	25
KLK6	204733_at	5.89	5.32	-0.56	-0.19	4.09	8.96	0.76	190	19	47	162
C16orf52	227351_at	5.60	5.90	0.29	0.25	3.27	7.75	0.66	55	71	130	27
KDELR3	204017_at	8.52	8.80	0.28	0.14	4.58	11.40	1.14	80	102	79	47
LIN37	213526_s_at	6.03	6.27	0.25	0.21	3.87	7.39	0.59	61	95	114	19
FCF1	212499_s_at	6.85	7.41	0.56	0.27	4.03	8.77	0.80	38	150	60	18
P2RY14	206637_at	5.98	6.14	0.16	0.11	3.12	9.11	1.36	98	97	51	80
HPGD	203913_s_at	7.75	8.61	0.86	0.13	3.62	11.57	2.05	65	152	16	60
MRPS31	212604_at	8.17	8.43	0.26	0.23	4.88	10.05	0.88	74	100	87	41
SIAH1	202981_x_at	7.79	9.15	1.36	0.38	4.72	10.80	0.84	11	212	8	8
CBR3	205379_at	6.78	6.46	-0.32	-0.23	4.75	8.60	0.71	169	36	91	101
PCDHB14	231726_at	4.93	4.40	-0.53	-0.18	3.25	7.79	0.96	176	35	46	147
BDH2	218285_s_at	8.72	8.97	0.25	0.16	5.60	10.49	0.70	68	99	97	32
DCTN3	204246_s_at	9.00	9.38	0.37	0.31	7.05	10.51	0.52	36	101	112	15
SFRS7	201129_at	7.38	8.69	1.31	0.37	4.39	10.09	0.85	13	211	6	11
ANK1	205391_x_at	6.17	5.57	-0.60	-0.32	4.87	8.41	0.51	208	12	51	165
ST7	207871_s_at	6.40	6.40	-0.00	0.00	3.43	8.26	0.83	114	68	104	56
HBA1	211745_x_at	9.59	9.70	0.11	0.06	6.21	13.58	1.46	103	85	71	72
SACS	213262_at	5.78	5.05	-0.73	-0.32	3.74	8.40	0.91	195	20	46	162
PCDH18	225975_at	7.47	8.02	0.55	0.23	4.35	10.72	1.14	53	136	57	35
LOC492311	226977_at	7.96	8.05	0.09	0.12	5.94	9.91	0.68	94	54	131	43
ABCC13	233371_at	6.24	6.38	0.14	0.08	4.01	8.54	1.12	98	96	58	74
HISPPD1	203253_s_at	7.62	8.18	0.56	0.23	4.09	9.80	0.99	46	148	57	23
C6orf162	213312_at	6.32	6.70	0.38	0.23	4.35	8.27	0.74	53	120	80	28
SLC4A11	223748_at	5.30	4.81	-0.49	-0.28	3.80	7.36	0.60	195	18	69	141
NBPF1	236273_at	6.62	6.58	-0.03	-0.01	4.48	8.53	0.68	121	57	108	63
MMP3	205828_at	6.04	4.92	-1.12	-0.13	3.29	11.23	1.78	180	42	18	168
ETHE1	204034_at	10.51	11.30	0.79	0.29	7.61	12.55	0.94	32	163	42	23
LOC100128868	1555392_at	5.45	5.24	-0.21	-0.22	4.12	7.99	0.62	158	28	114	86
DEGS1	207431_s_at	7.08	7.26	0.18	0.07	3.91	9.55	1.03	90	104	68	56
ZNF623	206188_at	5.29	4.97	-0.32	-0.32	3.11	7.19	0.67	177	21	126	81
DCUN1D3	213365_at	6.76	7.58	0.82	0.34	3.80	9.19	0.86	25	181	33	14
MAFG	204970_s_at	7.03	6.80	-0.23	-0.14	5.28	9.00	0.65	158	38	104	86
MLL	244110_at	6.21	5.13	-1.09	-0.32	3.74	7.89	0.64	216	10	6	212
WNK1	211994_at	7.74	8.32	0.58	0.25	4.91	9.38	0.67	30	158	55	15
SNX2	202113_s_at	7.90	8.45	0.55	0.20	4.12	9.98	1.17	57	140	54	34
LARP5	208953_at	7.03	7.91	0.88	0.30	4.64	9.18	0.88	26	175	32	21
PGLYRP1	207384_at	5.93	5.40	-0.53	-0.34	4.62	7.96	0.45	210	10	74	144
RCC1	206499_s_at	7.83	7.58	-0.24	-0.24	5.91	9.47	0.69	161	37	110	81
RPA3	209507_at	8.46	8.91	0.45	0.32	6.14	10.56	0.72	42	121	88	19
LOC145853	229742_at	7.52	8.52	1.00	0.39	5.19	10.15	0.80	17	198	17	13
LOC100129406	240868_at	4.85	4.45	-0.40	-0.25	2.99	7.49	0.78	175	25	83	120
NT5DC1	223178_s_at	6.99	8.09	1.10	0.38	4.12	10.02	1.01	21	196	16	16
ZNF718	1553269_at	4.48	4.10	-0.38	-0.17	2.66	6.68	0.80	171	33	69	126
LSM3	202209_at	9.58	9.77	0.19	0.25	7.41	10.85	0.58	70	71	135	22
GMFG	204220_at	7.06	7.08	0.03	0.03	4.91	9.32	0.78	109	56	118	54
FAM129A	217967_s_at	6.81	6.83	0.02	0.00	4.22	11.67	1.31	112	78	62	88
TCEAL4	202371_at	7.54	8.33	0.79	0.37	4.49	10.07	0.78	22	171	45	12
C1QB	202953_at	7.23	7.67	0.44	0.14	3.34	10.82	1.45	75	127	43	58
UBL3	201534_s_at	9.22	9.51	0.29	0.15	5.28	10.94	0.91	70	112	81	35
SCNN1G	241436_at	4.97	4.15	-0.82	-0.10	2.94	8.41	1.25	182	33	23	172
FAS	215719_x_at	6.66	7.19	0.53	0.12	3.50	9.56	1.53	72	137	35	56
OSGEPL1	230032_at	6.34	6.43	0.09	0.09	3.78	9.18	0.98	100	70	108	50
HMGCR	202539_s_at	7.78	8.88	1.10	0.35	4.02	10.52	0.99	20	190	25	13
KIAA1128	209379_s_at	7.67	7.52	-0.15	-0.15	4.44	9.47	0.80	143	38	129	61
KLHL6	228167_at	5.46	5.29	-0.17	-0.12	3.64	8.27	0.95	138	55	82	91
SON	214988_s_at	8.94	9.98	1.05	0.37	6.17	10.89	0.62	10	211	12	5
PARP12	218543_s_at	8.37	8.43	0.05	0.04	6.02	10.16	0.72	103	58	122	48
LSM8	219119_at	8.18	8.45	0.27	0.23	6.03	9.89	0.67	62	87	112	29
HOXB7	204779_s_at	8.63	8.87	0.24	0.15	5.85	10.20	0.74	69	82	120	26
ACP5	204638_at	7.50	7.45	-0.05	-0.05	5.29	9.58	0.83	122	56	106	66
IGLV3-19	216853_x_at	8.08	7.99	-0.09	-0.05	5.46	11.43	1.23	124	73	71	84
ZADH1	230774_at	4.10	3.96	-0.14	-0.12	2.77	6.15	0.64	144	32	123	73
DSC3	206032_at	5.45	3.91	-1.54	-0.18	3.13	8.33	0.78	218	9	6	213
C3orf31	234697_x_at	4.71	4.66	-0.05	-0.08	3.13	6.64	0.60	127	31	146	51
FCN1	205237_at	5.26	4.83	-0.43	-0.31	3.83	8.74	0.54	199	9	95	124
RASGEF1A	230563_at	4.65	4.40	-0.25	-0.20	3.09	8.43	0.70	162	24	112	92
hCG_1757335	200833_s_at	11.01	11.34	0.33	0.26	7.88	12.67	0.60	44	86	128	14
KCNN4	204401_at	7.65	7.36	-0.29	-0.18	5.57	9.54	0.72	164	38	87	103
MAP3K2	221695_s_at	6.06	6.40	0.34	0.11	4.20	7.88	0.98	73	126	44	58
C11orf54	223268_at	9.01	9.61	0.59	0.21	4.85	11.16	0.97	44	153	51	24
DOK4	207747_s_at	7.02	7.54	0.52	0.19	5.50	8.95	0.79	46	148	38	42
B4GALNT2	1552903_at	5.66	5.30	-0.36	-0.19	4.07	7.81	0.82	166	40	67	121
LOC390612	222297_x_at	5.40	6.10	0.70	0.42	3.80	7.01	0.37	7	188	36	4
TMEM203	225052_at	8.08	8.52	0.44	0.25	6.10	9.52	0.55	32	131	85	12
KCNH8	1552742_at	4.33	3.91	-0.41	-0.23	2.96	7.20	0.62	187	19	76	133
LOC285463	1563571_at	4.96	4.33	-0.63	-0.25	3.52	7.09	0.52	208	13	35	180
